doc_id;first_elm;second_elm
"691384";"พระราชบัญญัติให้นำวิธีพิจารณาความอาญาในศาลแขวงมาใช้บังคับในศาลจังหวัด พ.ศ.2520";"3"
"691185";"ประมวลกฎหมายแพ่งและพาณิชย์";"1719, 1733 วรรคสอง"
"691185";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"224"
"690287";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"195 วรรคสอง, 225"
"690287";"พระราชกฤษฎีกาพระราชทานอภัยโทษ พ.ศ. 2562";"12"
"691587";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"143, 144, 271, 360"
"691964";"ประมวลกฎหมายแพ่งและพาณิชย์";"1070, 1077 (2), 1080, 1087, 1246/5, 1246/6, 1246/7"
"689158";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"216 วรรคหนึ่ง"
"689158";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"23"
"689158";"ประมวลกฎหมายแพ่งและพาณิชย์";"193/8"
"693452";"ประมวลกฎหมายแพ่งและพาณิชย์";"1381, 1599, 1600, 1663"
"691961";"ประมวลกฎหมายแพ่งและพาณิชย์";"850, 1364"
"692039";"ประมวลกฎหมายแพ่งและพาณิชย์";"420, 575"
"692039";"พระราชบัญญัติความรับผิดทางละเมิดของเจ้าหน้าที่ พ.ศ.2539";"4, 8, 10"
"690887";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15"
"690887";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"345"
"690887";"พระราชบัญญัติจัดตั้งศาลแขวงและวิธีพิจารณาความอาญาในศาลแขวง พ.ศ.2499";"4"
"690941";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15"
"690941";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"345"
"690941";"พระราชบัญญัติจัดตั้งศาลแขวงและวิธีพิจารณาความอาญาในศาลแขวง พ.ศ.2499";"4"
"692034";"พระราชบัญญัติคุ้มครองประชาชนในการทำสัญญาขายฝากที่ดินเพื่อเกษตรกรรมหรือที่อยู่อาศัย พ.ศ. 2562";"17, 20"
"691541";"ประมวลกฎหมายแพ่งและพาณิชย์";"224 วรรคสอง, 379, 383 วรรคหนึ่ง, 655 วรรคหนึ่ง"
"691189";"ประมวลกฎหมายอาญา";"83, 137"
"691189";"พระราชบัญญัติกำหนดความผิดเกี่ยวกับห้างหุ้นส่วนจดทะเบียน ห้างหุ้นส่วนจำกัด บริษัทจำกัด สมาคมและมูลนิธิ พ.ศ.2499";"42 (2)"
"691189";"ประมวลกฎหมายแพ่งและพาณิชย์";"1119"
"691168";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"219 ตรี, 221"
"690848";"ประมวลกฎหมายอาญา";"56 (1), 56 (2)"
"690848";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15, 166, 172 วรรคสอง, 173 วรรคสอง, 181"
"690848";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"225 วรรคหนึ่ง, 252"
"691968";"ประมวลกฎหมายอาญา";"3"
"691968";"พระราชบัญญัติศุลกากร พ.ศ.2469";"2, 27"
"691968";"พระราชบัญญัติศุลกากร พ.ศ.2560";"243, 244, 253"
"691969";"ประมวลกฎหมายอาญา";"86"
"691540";"พระราชบัญญัติความรับผิดต่อความเสียหายที่เกิดขึ้นจากสินค้าที่ไม่ปลอดภัย พ.ศ.2551";"4, 7"
"691540";"พระราชบัญญัติวิธีพิจารณาคดีผู้บริโภค พ.ศ.2551";"3, 11, 29"
"691540";"ประมวลกฎหมายแพ่งและพาณิชย์";"222"
"691540";"พระราชบัญญัติวิธีพิจารณาคดีผู้บริโภค พ.ศ.2551";"42"
"690881";"ประมวลกฎหมายแพ่งและพาณิชย์";"150"
"690881";"พระราชบัญญัติวิธีพิจารณาคดีผู้บริโภค พ.ศ.2551";"11"
"690881";"พ.ร.บ.การจัดสรรที่ดิน พ.ศ.2543";"33, 43, 44 (เดิม)"
"691970";"พระราชบัญญัติว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ พ.ศ.2550";"20 วรรคหนึ่ง"
"692037";"ประมวลกฎหมายแพ่งและพาณิชย์";"653 วรรคหนึ่ง"
"692037";"พระราชบัญญัติว่าด้วยธุรกรรมทางอิเล็กทรอนิกส์ พ.ศ.2544";"8 วรรคหนึ่ง, 9"
"689718";"ประมวลกฎหมายแพ่งและพาณิชย์";"383 วรรคหนึ่ง, 379, 686 (เดิม), 686 (ใหม่)"
"689718";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142 (5), 246"
"689718";"พระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายแพ่งและพาณิชย์ (ฉบับที่ 20) พ.ศ. 2557";"19"
"687358";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"158, 159, 160, 161 วรรค1, 215"
"687358";"พระราชบัญญัติวิธีพิจารณาคดียาเสพติดให้โทษ พ.ศ.2550";"3"
"691187";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"18, 172 วรรคสาม"
"691187";"พระราชบัญญัติจัดตั้งศาลล้มละลายและวิธีพิจารณาคดีล้มละลาย พ.ศ.2542";"14"
"691187";"พระราชบัญญัติล้มละลาย พ.ศ.2483";"90/3, 90/6 (3)"
"693655";"ประมวลกฎหมายแพ่งและพาณิชย์";"1599, 1629, 1635, 1754"
"693655";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142"
"691542";"ประมวลกฎหมายแพ่งและพาณิชย์";"349, 650 วรรคสอง, 653"
"691542";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"84/1"
"691542";"พระราชบัญญัติการเล่นแชร์ พ.ศ.2534";"6"
"691368";"ประมวลกฎหมายแพ่งและพาณิชย์";"150, 203"
