doc_id;first_elm;second_elm
"656903";"ประมวลกฎหมายแพ่งและพาณิชย์";"193/33 (1)"
"656903";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142 (5)"
"656903";"พระราชบัญญัติล้มละลาย พ.ศ.2483";"100"
"622075";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"119 วรรคหนึ่ง (เดิม), 195 วรรคสอง, 225"
"622075";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"27, 280 (1) (เดิม), 296"
"622075";"พระราชบัญญัติวิธีพิจารณาคดียาเสพติด พุทธศักราช 2550";"3, 5, 15"
"619415";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"193 ทวิ"
"619415";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"180 (เดิม)"
"618270";"ประมวลกฎหมายอาญา";"29"
"618270";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"145 วรรคหนึ่ง"
"618528";"ประมวลกฎหมายอาญา";"29"
"618528";"พระราชบัญญัติวิธีพิจารณาคดียาเสพติด พุทธศักราช 2550";"21"
"618528";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"145 วรรคหนึ่ง"
"619397";"ประมวลกฎหมายแพ่งและพาณิชย์";"193/27, 745"
"619397";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"271 (เดิม), 287 (เดิม), 290 วรรคแปด (เดิม)"
"619398";"ประมวลกฎหมายแพ่งและพาณิชย์";"240"
"622076";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15, 35 วรรคหนึ่ง"
"622076";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"40 วรรคหนึ่ง"
"621038";"ประมวลกฎหมายแพ่งและพาณิชย์";"229, 293, 296, 682, 685"
"622100";"ประมวลกฎหมายแพ่งและพาณิชย์";"1461 วรรคสอง, 1516 (6), 1598/38"
"622100";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"155"
"649837";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"174 (2), 246 (เดิม), 247 (เดิม)"
"624231";"ประมวลกฎหมายแพ่งและพาณิชย์";"1516 (3), 1516 (4)"
"621045";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"94 (ข), 1480 วรรคหนึ่ง"
"621045";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"618533";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"148"
"619422";"ประมวลกฎหมายอาญา";"3 (1)"
"619422";"พระราชบัญญัติยาเสพติดให้โทษ พ.ศ.2522";"3, 15 วรรคสาม (เดิม)"
"619422";"พระราชบัญญัติวิธีพิจารณาคดียาเสพติด พุทธศักราช 2550";"18, 19"
"642484";"ประมวลกฎหมายแพ่งและพาณิชย์";"1367, 1410, 1411, 1599, 1600"
"642484";"พระราชบัญญัติจัดที่ดินเพื่อการครองชีพ พ.ศ.2511";"11"
"622106";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"5 (2), 60"
"621399";"ประมวลกฎหมายอาญา";"83, 86"
"621399";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"192, 215, 225"
"621399";"พระราชบัญญัติยาเสพติดให้โทษ พ.ศ.2522";"3, 15 วรรคหนึ่ง, 15 วรรคสาม (2), 66 วรรคสาม"
"622129";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"218 วรรคหนึ่ง"
"618290";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"226/5, 227/1 วรรคหนึ่ง"
"622098";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"275, 276"
"616693";"พระราชบัญญัติการสอบสวนคดีพิเศษ พ.ศ.2547";"14, 21 วรรคหนึ่ง (1)"
"616693";"พระราชบัญญัติภาษีสรรพสามิต พ.ศ.2527";"4, 48 (2)"
"616693";"บัญชีท้ายประกาศคณะกรรมการคดีพิเศษ ฉบับที่ 2 (พ.ศ.2547)";""
"621048";"ประมวลกฎหมายอาญา";"58"
"623779";"ประมวลกฎหมายแพ่งและพาณิชย์";"386, 391 วรรคสี่"
"619404";"ประมวลกฎหมายแพ่งและพาณิชย์";"11, 1548, 1598/38"
"622099";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142, 246"
"622099";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"618269";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"177 วรรคสอง, 180"
"622096";"ประมวลกฎหมายแพ่งและพาณิชย์";"176 วรรคหนึ่ง, 176 วรรคสาม, 193/9"
"622096";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"138, 176"
"621177";"ประมวลกฎหมายแพ่งและพาณิชย์";"420"
"621177";"พระราชบัญญัติการส่งออกไปนอกและการนำเข้ามาในราชอาณาจักรซึ่งสินค้า พ.ศ.2522";"5 (2), 7 วรรคหนึ่ง, 7 วรรคสอง, 24, 25"
"621177";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";"37 วรรคหนึ่ง, 37 วรรคสาม (2)"
"621177";"กฎกระทรวง ฉบับที่ 2 (พ.ศ.2523) ออกตามความในพระราชบัญญัติการส่งออกไปนอกและการนำเข้ามาในราชอาณาจักรซึ่งสินค้า พ.ศ.2522";""
"621178";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";""
"622091";"ประมวลกฎหมายแพ่งและพาณิชย์";"1748 วรรคหนึ่ง, 1754, 1755"
"617842";"ประมวลกฎหมายแพ่งและพาณิชย์";"456 วรรคสอง"
"617842";"พระราชบัญญัติอาคารชุด พ.ศ.2522";"6/2"
"618283";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"249 (เดิม)"
"618283";"พระราชบัญญัติว่าด้วยข้อสัญญาที่ไม่เป็นธรรม พ.ศ.2540";"4 (5)"
"622086";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"311 วรรคสอง (เดิม), "
"622086";"พระราชบัญญัติสหกรณ์ พ.ศ.2542";"42/1"
"622086";"ประกาศคณะกรรมการแรงงานรัฐวิสาหกิจสัมพันธ์ เรื่อง มาตรฐานขั้นต่ำของสภาพการจ้างในรัฐวิสาหกิจ";""
"618535";"ประมวลกฎหมายแพ่งและพาณิชย์";"1382, 1387, 1401"
"621179";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"84/1"
"621179";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"15 วรรคสาม"
"621180";"ประมวลกฎหมายอาญา";"95"
"621180";"ประมวลกฎหมายแพ่งและพาณิชย์";"193/30"
"621180";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"3, 51 วรรคหนึ่ง, 59 วรรคหนึ่ง"
"617856";"พระราชบัญญัติวิทยุคมนาคม พ.ศ.2498";"6 วรรคหนึ่ง, 23"
"621047";"ประมวลกฎหมายอาญา";"277 วรรคหนึ่ง"
"621047";"ประมวลกฎหมายแพ่งและพาณิชย์";"420"
"622067";"ประมวลกฎหมายแพ่งและพาณิชย์";"1754 วรรคหนึ่ง, , 1755"
"622067";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"148"
"618534";"ประมวลกฎหมายแพ่งและพาณิชย์";"1167, 1169 วรรคหนึ่ง"
"618534";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"55, 142 (5)"
"621037";"พระราชบัญญัติเครื่องหมายการค้า พ.ศ.2534";"7 วรรคสอง (3)"
"618542";"ประมวลรัษฎากร";"3, 19, 23, 65, 65 ทวิ, 65 ตรี (14), 66, 68 ทวิ, 70 ทวิ, 71 (1), 76 ทวิ"
"618542";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";"37 วรรคหนึ่ง"
"618542";"พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 18) พ.ศ. 2505";"3"
"618287";"พระราชบัญญัติภาษีเงินได้ปิโตรเลียม พ.ศ.2514";"65 จัตวา, 65 อัฏฐ, 65 นว"
"618286";"ประมวลรัษฎากร";"79/2, 83/10"
"618286";"พระราชบัญญัติจัดตั้งศาลภาษีอากรและวิธีพิจารณาคดีภาษีอากร พ.ศ.2528";"8"
"618286";"พระราชบัญญัติศุลกากร (ฉบับที่ 17) พ.ศ.2543";"3"
"618286";"กฎกระทรวง ฉบับที่ 132 (พ.ศ.2543) ออกตามความในพระราชบัญญัติศุลกากร พุทธศักราช 2469 ว่าด้วยหลักเกณฑ์ วิธีการ และเงื่อนไขในการใช้และการกำหนดราคาศุลกากร";""
"618286";"ความตกลงทั่วไปว่าด้วยภาษีศุลกากรและการค้า 1994";"7"
"618286";"สนธิสัญญาทางไมตรีและความสัมพันธ์ทางเศรษฐกิจระหว่างราชอาณาจักรไทยกับสหรัฐอเมริกา พ.ศ.2511";""
"619402";"ประมวลกฎหมายแพ่งและพาณิชย์";"328 วรรคสอง, 329 วรรคหนึ่ง"
"619402";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"148"
"619402";"ประมวลรัษฎากร";"27, 27 ตรี"
"619402";"พระราชบัญญัติจัดตั้งศาลภาษีอากรและวิธีพิจารณาคดีภาษีอากร พ.ศ.2528";"17"
"622095";"ประมวลรัษฎากร";"65 , 65 ตรี (13)"
"619413";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"218"
"619413";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"621188";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"296 วรรคหนึ่ง, 296 วรรคสาม (เดิม)"
"616681";"ประมวลกฎหมายแพ่งและพาณิชย์";"420"
"618541";"ประมวลรัษฎากร";"3"
"618541";"พระราชกฤษฎีกาออกตามความในประมวลรัษฎากรว่าด้วยการยกเว้นรัษฎากร (ฉบับที่ 10) พ.ศ.2500";"5 สัตตรส, 6"
"617362";"ประมวลกฎหมายอาญา";"272 (1), 275"
"617362";"พระราชบัญญัติเครื่องหมายการค้า พ.ศ.2534";"109, 110 (1)"
"618540";"ประมวลรัษฎากร";"39, 74 (1), 74 (ข), 74 (ค)"
"618540";"พระราชกฤษฎีกาออกตามความในประมวลรัษฎากร ว่าด้วยการหักค่าสึกหรอและค่าเสื่อมราคา (ฉบับที่ 145) พ.ศ.2527";"4 (4)"
"618539";"ประมวลรัษฎากร";"77/1 (8), 78 (1), 78/1, 82/10, 86/10, 89 (4), 89 (5)"
"618539";"คำสั่งกรมสรรพากรที่ ป.80/2542";""
"618538";"พระราชบัญญัติภาษีโรงเรือนและที่ดิน พ.ศ.2475";"8, 9 (3), 9 (4), 18, 19, 23, 24, 24 ทวิ วรรคสอง (1)"
"618538";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";"37, 41"
"617847";"ประมวลกฎหมายแพ่งและพาณิชย์";"1251"
"617847";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142 (5)"
"618285";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"177"
"617845";"ประมวลกฎหมายแพ่งและพาณิชย์";"420"
"617846";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"55, 57 (3)"
"617841";"พระราชบัญญัติการขนส่งต่อเนื่องหลายรูปแบบ พ.ศ.2548";"4, 7, 10, 20, 37"
"617366";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"44/1, 195 วรรคสอง, 225"
"619399";"ประมวลกฎหมายแพ่งและพาณิชย์";"420"
"619399";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"27"
"619399";"พระราชบัญญัติว่าด้วยการวินิจฉัยชี้ขาดอำนาจหน้าที่ระหว่างศาล พ.ศ.2542";"10"
"619399";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";"9"
"618289";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";"5"
"618289";"พระราชบัญญัติเงินทดแทน พ.ศ.2537";"5"
"619383";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"46"
"619383";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"51, 59"
"616696";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"226/3"
"619423";"ประมวลกฎหมายอาญา";"80, 83, 91, 288, 371"
"619395";"ประมวลกฎหมายแพ่งและพาณิชย์";"608"
"619395";"พระราชบัญญัติการรับขนของทางทะเล พ.ศ.2534";"4, 5, 39"
"617319";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"244/1, 247"
"618544";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"296 (เดิม)"
"618544";"พระราชบัญญัติล้มละลาย พ.ศ.2483";"146"
"617218";"พระราชบัญญัติล้มละลาย พ.ศ.2483";"90/27, 90/75"
"618537";"พระราชบัญญัติจัดตั้งศาลภาษีอากรและวิธีพิจารณาคดีภาษีอากร พ.ศ.2528";"25 (เดิม)"
"617212";"ประมวลรัษฎากร";"42 (17)"
"617212";"พระราชบัญญัติจัดตั้งศาลภาษีอากรและวิธีพิจารณาคดีภาษีอากร พ.ศ.2528";"8"
"617212";"ประกาศอธิบดีกรมสรรพากรเกี่ยวกับภาษีเงินได้ (ฉบับที่ 178) เรื่อง กำหนดหลักเกณฑ์ วิธีการ และเงื่อนไข เพื่อการยกเว้นภาษีเงินได้สำหรับเงินได้เท่าที่ได้จ่ายเป็นค่าซื้ออสังหาริมทรัพย์ที่เป็นอาคาร อาคารพร้อมที่ดิน หรือห้องชุดในอาคารชุด เพื่อเป็นที่อยู่อาศัย ลงวันที่ 29 พฤษภาคม พ.ศ.2552";""
"617212";"กฎกระทรวง ฉบับที่ 271 (พ.ศ.2552) ออกตามความในประมวลรัษฎากรว่าด้วยการยกเว้นรัษฎากร ลงวันที่ 30 มีนาคม พ.ศ.2552";""
"621049";"ประมวลกฎหมายอาญา";"15"
"621049";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"5 (2), 15, 44/1, 195 วรรคสอง, 225"
"621049";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"56"
"619416";"พระราชบัญญัติป่าไม้ พ.ศ.2484";"74 ทวิ"
"621183";"ประมวลกฎหมายแพ่งและพาณิชย์";"1603, 1629"
"621183";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"148"
"622087";"ประมวลกฎหมายแพ่งและพาณิชย์";"1713, 1718"
"622087";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"249 วรรคหนึ่ง (เดิม)"
"616676";"พระราชบัญญัติเครื่องหมายการค้า พ.ศ.2534";"13, 17 (1)"
"619396";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"27, 225"
"619396";"พระราชบัญญัติอนุญาโตตุลาการ พ.ศ.2545";"40, 43, 44"
"619385";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"248 วรรคหนึ่ง (เดิม)"
"619418";"พระราชบัญญัติยาเสพติดให้โทษ พ.ศ.2522";"100/2"
"622090";"ประมวลกฎหมายแพ่งและพาณิชย์";"904, 905, 914, 916"
"635829";"ประมวลกฎหมายแพ่งและพาณิชย์";"5"
"635829";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"167 วรรคหนึ่ง, 245 (1), 247 (เดิม)"
"643651";"ประมวลกฎหมายแพ่งและพาณิชย์";"5"
"643651";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142, 249 (เดิม)"
"643651";"พระราชบัญญัติความรับผิดทางละเมิดของเจ้าหน้าที่ พ.ศ.2539";"5 วรรคหนึ่ง"
"622085";"ประมวลกฎหมายอาญา";"2 วรรคหนึ่ง"
"622085";"ประมวลกฎหมายแพ่งและพาณิชย์";"1327 วรรคหนึ่ง"
"622085";"รัฐธรรมนูญแห่งราชอาณาจักรไทย พุทธศักราช 2540";"32"
"622085";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"50 วรรคหนึ่ง (2), 51 วรรคสอง"
"621176";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"50 วรรคหนึ่ง, 50 (2), 51 วรรคสอง"
"618271";"พระราชบัญญัติอนุญาโตตุลาการ พ.ศ.2545";"14"
"618271";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";"118"
"618271";"พระราชบัญญัติจัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน พ.ศ.2522";"49"
"619408";"ประมวลกฎหมายแพ่งและพาณิชย์";"155 วรรคหนึ่ง, 1531, 1532, 1600"
"616678";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"175, 177"
"622123";"ประมวลกฎหมายอาญา";"83, 288, 295 (เดิม)"
"622123";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"46, 193 ทวิ, 195 วรรคสอง, 225"
"622123";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"617217";"พระราชบัญญัติประกันสังคม พ.ศ.2533";"5"
"617216";"พระราชบัญญัติแรงงานสัมพันธ์ พ.ศ.2518";"46, 47, 48, 49, 52"
"617216";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";"9 วรรคสอง"
"617216";"พระราชบัญญัติจัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน พ.ศ.2522";"52"
"617363";"พ.ร.บ.การเลือกตั้งสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น พ.ศ.2545";"97, 99"
"616598";"ประมวลกฎหมายอาญา";"91, 352"
"616598";"ประมวลกฎหมายแพ่งและพาณิชย์";"206, 329"
"616598";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"40, 43, 44/1"
"616598";"พระธรรมนูญศาลยุติธรรม";"17, 25 (4)"
"616677";"พระราชบัญญัติเครื่องหมายการค้า พ.ศ.2534";"6, 13"
"619410";"ประมวลกฎหมายแพ่งและพาณิชย์";"1526, 1564, 1598/38"
"618532";"พระราชบัญญัติมาตรการในการปราบปรามผู้กระทำผิดเกี่ยวกับยาเสพติด พ.ศ.2534";"29 วรรคหนึ่ง (1)"
"618532";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"3, 50 วรรคหนึ่ง, 51 วรรคสาม"
"616685";"ประมวลกฎหมายแพ่งและพาณิชย์";"1021, 1022, 1077 (2)"
"616685";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"127, 144"
"617215";"พระราชบัญญัติประกันสังคม พ.ศ.2533";"59 วรรคสอง"
"616596";"พระราชบัญญัติประกันสังคม พ.ศ.2533";"5"
"616588";"ประมวลกฎหมายแพ่งและพาณิชย์";"303, 349, 350"
"618527";"ประมวลกฎหมายแพ่งและพาณิชย์";"438, 445"
"616690";"ประมวลกฎหมายอาญา";"68, 69, 288"
"619390";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"44/1"
"616691";"พระราชบัญญัติจัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน พ.ศ.2522";"48"
"633036";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"39 (4), 208 (2), 225"
"618272";"ประมวลกฎหมายอาญา";"33, 91, 358, 371, 376, 392"
"618272";"พระราชบัญญัติอาวุธปืน เครื่องกระสุนปืน วัตถุระเบิด ดอกไม้เพลิง และสิ่งเทียมอาวุธปืน พ.ศ.2490";"8 ทวิ, 72 ทวิ วรรคสอง"
"619424";"ประมวลกฎหมายอาญา";"336"
"619406";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142, 246"
"619406";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"616689";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"172"
"616689";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"616697";"ประมวลรัษฎากร";"65 ตรี (13)"
"616589";"ประมวลรัษฎากร";"51/16 (6), 65, 65 ทวิ (4), 91/8"
"616589";"คำสั่งกรมสรรพากรที่ ท.ป.1/2528 เรื่อง การใช้เกณฑ์สิทธิในการคำนวณรายได้และรายจ่ายของบริษัทหรือห้างหุ้นส่วนนิติบุคคล";""
"619403";"ประมวลรัษฎากร";"39, 40 (5), 40 (ก), 48"
"618536";"ประมวลรัษฎากร";"78/2, 79/2, 83/8, 83/9, 89/1"
"618536";"พระราชบัญญัติศุลกากร พ.ศ.2469";"8, 8 ทวิ, 10 ทวิ, 87, 88, 95"
"617210";"ประมวลกฎหมายแพ่งและพาณิชย์";"4, 73, 75"
"621046";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"133 ทวิ, 134/2"
"621046";"พระราชบัญญัติยาเสพติดให้โทษ พ.ศ.2522";"26, 75"
"622122";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"174, 185, 225, 227 วรรคสอง"
"622122";"พระราชบัญญัติยาเสพติดให้โทษ พ.ศ.2522";"26 วรรคหนึ่ง, 75 วรรคสอง, 76 วรรคสอง"
"622122";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"616595";"ประมวลกฎหมายแพ่งและพาณิชย์";"70 วรรคสอง, 1144, 1157, 1167"
"616595";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";"5"
"616581";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"150"
"616581";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"46"
"616581";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"59 วรรคหนึ่ง, 59 วรรคสอง"
"616587";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"249 วรรคหนึ่ง (เดิม)"
"617850";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"249"
"617850";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"616593";"ประมวลกฎหมายแพ่งและพาณิชย์";"1474 (1), 1476 (1), 1480"
"622097";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"143 วรรคหนึ่ง, 242, 296 วรรคสอง, 296 วรรคหก (เดิม), 309 ทวิ วรรคสอง (เดิม)"
"619407";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"229, 247"
"619407";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"616686";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"177 วรรคสาม"
"617844";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"156/1 วรรคท้าย"
"616682";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"177"
"619414";"ประมวลกฎหมายอาญา";"75, 78, 80, 83, 288, 289 (4), 295, 297 (8)"
"619414";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"219"
"619414";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"622104";"ประมวลกฎหมายแพ่งและพาณิชย์";"224, 419, 575, 1336"
"616687";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"254 (1), 255 (1) (ก), 261 (เดิม)"
"618519";"พระราชกำหนดบริษัทบริหารสินทรัพย์ พ.ศ.2541";"3, 7"
"619409";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142 (5), 247 (เดิม)"
"619409";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6, 11"
"618543";"ประมวลกฎหมายแพ่งและพาณิชย์";"1471 (3), 1473"
"618268";"ประมวลกฎหมายแพ่งและพาณิชย์";"1480"
"618268";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"177 วรรคสอง"
"617361";"พระราชบัญญัติจัดตั้งศาลทรัพย์สินทางปัญญาและการค้าระหว่างประเทศและวิธีพิจารณาคดีทรัพย์สินทางปัญญาและการค้าระหว่างประเทศ พ.ศ.2539";"35"
"617361";"พระราชบัญญัติลิขสิทธิ์ พ.ศ.2537";"8 (1), 21, 31, 70"
"617361";"พระราชบัญญัติว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ พ.ศ.2550";"9"
"616586";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"145"
"616586";"ประมวลกฎหมายแพ่งและพาณิชย์";"1382, 1387, 1401"
"615935";"ประมวลกฎหมายอาญา";"83, 335 (1) (7) (8) วรรคสอง (เดิม)"
"615935";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"176 วรรคหนึ่ง"
"616603";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"195, 225, 253, 258"
"616603";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"149, 167"
"619412";"ประมวลกฎหมายแพ่งและพาณิชย์";"1516 (4)"
"615934";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"218"
"615934";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"615933";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"218"
"615933";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"616599";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"166 วรรคหนึ่ง, 181"
"616599";"พระราชบัญญัติจัดตั้งศาลแขวงและวิธีพิจารณาความอาญาในศาลแขวง พ.ศ.2499";"4"
"617364";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";"30, 67"
"617854";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"225 วรรคหนึ่ง"
"617854";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15, 216"
"617365";"ประมวลกฎหมายแพ่งและพาณิชย์";"575, 583"
"617365";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";"5"
"616985";"พระราชบัญญัติจัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน พ.ศ.2522";"49"
"616985";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";"119 วรรคท้าย"
"616594";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"227"
"616167";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"40, 46"
"616167";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"248 (เดิม)"
"616167";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"6"
"616601";"พระราชบัญญัติยาเสพติดให้โทษ พ.ศ.2522";"15 วรรคหนึ่ง, 15 วรรคสาม (2), 66 วรรคสอง"
"616601";"พระราชบัญญัติมาตรการในการปราบปรามผู้กระทำผิดเกี่ยวกับยาเสพติด พ.ศ.2534";"7"
"617843";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142 (5), 246, 247 (เดิม)"
"617843";"พระธรรมนูญศาลยุติธรรม";"17, 25 (4)"
